Unnamed: 0,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude ,color
44516,5/26/2013 21:15,southampton,pa,us,fireball,120,2 minutes,Witnessed ten orange fireball objects going fast in the sky. The wind was not too strong and they were moving in the same direction. Th,6/2/2013,40.1741667,-75.0441667,orange
44520,5/26/2013 21:30,saint petersburg,fl,us,oval,90,1:30,Red orange orb had while glow around it moving east to west no sound moving fast.,6/2/2013,27.7705556,-82.6794444,orange
44525,5/26/2013 22:00,anderson,sc,us,light,900,15 minutes,Orange and red ball of lights moving slowing.,6/2/2013,34.5033333,-82.6502778,red
44538,5/26/2013 22:30,kalamazoo,mi,us,light,120,2 minutes,Pair of hovering orange lights.,6/2/2013,42.2916667,-85.5872222,orange
44540,5/26/2013 22:50,new orleans,la,us,circle,2100,35 minutes,15 orange glowing objects&#44 triangle inside a circle&#44 silently moving over New Orleans.,6/2/2013,29.9544444,-90.075,orange
44548,5/27/1993 23:30,liberty,ky,us,cigar,600,10 mins,huge black cigar shaped object over central ky.,12/7/2006,37.3183333,-84.9394444,black
44559,5/27/1999 13:45,troy,oh,us,cigar,60,1 minute,Broad Daylight&#44 clear day&#44 saw a cigar-shaped object that looked metallic or silver hovering or floating in the sky,6/23/1999,40.0394444,-84.2033333,silver
44567,5/27/2001 21:30,white hall,md,us,light,900,15 mins.,The white lights were back again&#33,8/5/2001,39.6216667,-76.6288889,white
44568,5/27/2001 23:00,columbia city,in,us,light,21600,6-hours,shafts of red and blue lights,8/5/2001,41.1572222,-85.4883333,red
44575,5/27/2003 01:20,joplin,mo,us,unknown,10,10 sec.,circular reddish glowing bottom with boomerang shaped white lights moved quickly from north to south,6/3/2003,37.0841667,-94.5130556,white
44576,5/27/2003 07:30,fremont,ca,us,egg,1200,20min,Egg shape craft&#44 silver and reflective in the San Francisco bay area.,5/27/2003,37.5483333,-121.9875,silver
44582,5/27/2003 22:30,racine,wi,us,circle,2,2 seconds,A round aircraft with white&#44 yellow&#44 and red lights on it which lasted 2-3 seconds.  It appeared and then disappeared before my eyes.,6/3/2003,42.7261111,-87.7827778,red
44591,5/27/2004 22:15,durham,nc,us,sphere,180,3 minutes,sphere of white light follows plane&#44 then disappears into the night sky,6/4/2004,35.9938889,-78.8988889,white
44593,5/27/2004 23:00,albuquerque,nm,us,light,900,15 minutes,6 white lights over Albuquerque,6/4/2004,35.0844444,-106.6505556,white
44611,5/27/2007 03:00,maple grove,mn,us,disk,7200,2 hrs,muted grey disk object observed silently hovering with three light green oval lights - moved extremely quickly - darting from one area,6/12/2007,45.0725000,-93.4555556,green
44614,5/27/2007 22:00,corona,ca,us,circle,180,3 min,bright orange light in sky kinda circular moving very slowly and dropped some kind flares,6/12/2007,33.8752778,-117.5655556,orange
44616,5/27/2008 07:00,garland,tx,us,rectangle,60,1 minute,Large&#44 red rectangle hovers over parking lot in Garland TX.,6/12/2008,32.9125000,-96.6386111,red
44617,5/27/2008 20:30,swanzey,nh,us,sphere,1200,20 minutes,Strange silver sphere over Swanzey&#44NH,6/12/2008,42.8697222,-72.2822222,silver
44629,5/27/2009 22:00,surfside beach,sc,us,other,900,15 minutes,Two red dots moving in sequence and numerous flashes of light.   ((NUFORC Note:  Many other sighting reports from this area.  PD)),6/9/2009,33.6058333,-78.9733333,red
44636,5/27/2010 17:58,palmdale,ca,us,circle,120,2 minutes,round black orb about 10 feet wide was spotted. Reflect a white color as the Sun light hit object. Slow moving.,6/3/2010,34.5794444,-118.1155556,black
44640,5/27/2010 22:15,ventura,ca,us,light,600,10 minutes,I saw a red and white flashing object that moved in any way other than a straight line&#44 and I think it noticed me.,6/3/2010,34.2783333,-119.2922222,red
44648,5/27/2011 21:45,ingleside,il,us,circle,1200,20 minutes,20 orange lights  passing over Northern Illinois,5/29/2012,42.3811111,-88.1397222,orange
44652,5/27/2012 17:30,irving,il,us,light,600,10 minutes,Stationary triangular pulsing red lights seen in Irving&#44 IL on 05/27/12 at 17:30 hours.,5/29/2012,39.2058333,-89.4044444,red
44654,5/27/2012 20:45,oxnard,ca,us,other,30,30 sec,Neon red upside down Y craft,5/29/2012,34.1975000,-119.1761111,red
44655,5/27/2012 20:50,hanalei bay,hi,,egg,420,7 minutes,Undulating orange lights over Hanalei Bay,5/29/2012,22.209078,-159.506758,orange
44658,5/27/2012 22:00,mukwonago,wi,us,light,90,1.5 mins,Bright round light.  White center red exterior.  Traveled slow.No noise.,5/29/2012,42.8666667,-88.3333333,red
44660,5/27/2012 22:00,thornton,nh,us,disk,120,2 minutes,May 27&#44 2012 Bright red light(s) hovering in the sky...Thornton&#44 NH,5/29/2012,43.8927778,-71.6763889,red
44662,5/27/2012 22:10,sterling heights,mi,us,light,300,3 to 5 mins,2 orange objects over sterling hts&#44 mi,5/29/2012,42.5802778,-83.0302778,orange
44671,5/27/2013 19:00,cumming,ga,us,sphere,300,5 minutes,Black balls with a red light underneath.,6/2/2013,34.2072222,-84.1402778,red
44675,5/27/2013 21:00,allentown,pa,us,unknown,480,5-8 minutes,Two bright orange lights appeared from over a mountain South then hovered for about 2 minutes the disappeared East,6/2/2013,40.6083333,-75.4905556,orange
44676,5/27/2013 21:00,middletown,ct,us,fireball,420,7 minutes,Bright glowing red ball. Moved north. Stood sill for a few seconds then turned sharply to they east. proceeded north again and moved st,6/2/2013,41.5622222,-72.6511111,red
44677,5/27/2013 21:02,castle rock,co,us,fireball,120,2 minutes,Bright orange light that changes speed then flickered out like a candle,6/2/2013,39.3722222,-104.8555556,orange
44685,5/28/1982 18:00,stewart state park,or,,formation,180,2-3 minutes,Glowing&#44 colored&#44 3 object&#44 light formation&#44 merging into one bright ball of white light&#44 and then disappearing.,6/12/2007,42.658184,-122.694286,white
44689,5/28/1990 17:00,sante fe,nm,,triangle,7200,2 hours,While driving on hwy from east of Santa Fe to Albuquerque I observed large bright white triangular object high in sky for over 2 hours.,10/31/2008,35.686975,-105.937799,white
44693,5/28/1996 23:10,mindon,ut,,cylinder,2,1-2 sec.,Young woman sees a &quot;bright green cylinder&#44 illuminated from within&quot; go streaking across the sky.  Disappears behind Hogsback Mtn.,11/2/1999,41.70993,-111.977725,green
44697,5/28/1998 20:30,santa fe,nm,us,fireball,420,7 min.,We saw the object in the sky south of Santa Fe just after sunset. It looked like a glowing white sphere against the indigo sky&#44 and was,11/21/1998,35.6869444,-105.9372222,white
44699,5/28/1998 22:43,davie,fl,us,flash,2,1-2 seconds,A bright flash of blue green light which expanded into a blue green colored sky bright enough to fill my car.,11/21/1998,26.0625000,-80.2333333,blue
44700,5/28/1999 02:00,half moon bay,ca,us,unknown,8,8 seconds,My room lit up a brillant orange on three occasions.,12/14/2004,37.4636111,-122.4275,orange
44705,5/28/2000 20:30,decatur,tx,us,changing,600,10 min.,Bright white elongated light in western sky over Decatur Texas.,6/6/2000,33.2341667,-97.5858333,white
44714,5/28/2002 13:50,manhattan beach,ca,us,disk,45,45 seconds,Silver flying saucer floats&#44 then wobbles then speeds away at lightspeed becoming a pinpoint of orange light.,6/12/2002,33.8847222,-118.41,orange
44717,5/28/2002 23:28,little rock,ar,us,circle,10,10 seconds,orange light with other lights( up to 3) attached to the object&#44moving east to west at a high rate.,6/12/2002,34.7463889,-92.2894444,orange
44721,5/28/2003 23:00,boise,id,us,triangle,10,10 seconds,A rapidly moving &quot;shimmering shadow&quot; with orange leading edges,6/3/2003,43.6136111,-116.2025,orange
44724,5/28/2004 08:35,anchorage,ak,us,sphere,20,15-20 seconds,I saw a silver sphere over Anchorage&#44 Alaska&#44 It stopped hovered and then disappeared before my eyes.,3/4/2008,61.2180556,-149.9002778,silver
44738,5/28/2005 21:45,modesto,ca,us,triangle,1200,20 mins,Triangle shaped object with red and blue lights hovered for sometime.,6/20/2005,37.6391667,-120.9958333,red
44741,5/28/2006 01:30,london (canada),on,ca,triangle,5,3-5 sec.,large triangular object with 10 to 12 bright red lights spotted over London&#44 Ontario,7/16/2006,42.983333,-81.25,red
44743,5/28/2006 11:00,st. johns (iraq),nf,,unknown,180,3 minutes,White and black and travelled in strang way leaving black dot where last seen.,7/16/2006,47.560541,-52.712831,black
44744,5/28/2006 11:35,new philadelphia,oh,us,triangle,3,3 seconds,A very fast moving triange with four red lights going straight as can be&#44 and silent.,7/16/2006,40.4897222,-81.4458333,red
44750,5/28/2006 23:30,adkins,tx,us,sphere,60,1 min,Bright blue sphere&#44 hovered then darted east and disappeared.,7/16/2006,29.3927778,-98.2369444,blue
44755,5/28/2007 07:30,albuquerque,nm,us,sphere,7200,2hrs+,white round object motionless over albuwuerque,6/12/2007,35.0844444,-106.6505556,white
44758,5/28/2007 18:45,portland,or,us,circle,1200,15 - 20 min,7 craft appeared in the SE bright sunny day lit sky over Oregon&#44 looked like white planets&#44 moved slowly and gradually disappeared.,6/12/2007,45.5236111,-122.675,white
44762,5/28/2007 23:30,kea&#39au,hi,,flash,600,10 min.,Power outage&#44 witnessed a transformer blow out&#44 then 3 bright green flashes filled the entire sky.,6/12/2007,19.621111,-155.041667,green
44779,5/28/2009 21:45,knoxville,tn,us,circle,180,3 minitues,bright white light in sky moving slowly to southeast.,6/9/2009,35.9605556,-83.9208333,white
44781,5/28/2009 21:50,duluth,ga,us,circle,90,1.5 minutes,very bright circular object&#44 white light&#44 moving to the east,6/9/2009,34.0027778,-84.1447222,white
44783,5/28/2009 23:00,southampton (uk/england),,gb,circle,120,2 min,Southampton England&#44 big round light&#44 5 minutes&#44 big red fire ball moving from the west between 600 and 1000 feet.,6/9/2009,50.9,-1.4,red
44788,5/28/2010 09:10,rockford,il,us,cylinder,420,7 minutes,Long black tube seen in Rockford IL,6/3/2010,42.2711111,-89.0938889,black
44791,5/28/2011 00:15,genoa township,oh,,sphere,180,aprox 3 mins.,5 orange orbs seen over delaware county.,5/29/2011,40.182911,-82.89636,orange
44794,5/28/2011 04:30,snyder (30 west of),tx,us,rectangle,300,5 min,Rectangular object flying low&#44 slow with red light flashing.,6/3/2011,32.7177778,-100.9172222,red
44797,5/28/2011 21:00,dale,in,us,fireball,1,1 second,Red and orange wavy fireball,5/29/2011,38.1688889,-86.99,orange
44799,5/28/2011 21:15,port republic,nj,us,fireball,15,15 seconds,Bright red glowing object in Port Republic&#44 NJ (small town),5/29/2011,39.5205556,-74.4861111,red
44805,5/28/2011 22:17,quincy,ma,us,light,45,45 sec,Eight red lights formed two lines of four then form a vee formation and flew straight up.,5/29/2011,42.2527778,-71.0027778,red
44809,5/28/2011 23:50,kitsap county,wa,,changing,180,2-3 min,Four yellow lights moving quickly over rurual Kitsap County&#44 Washington,5/29/2011,47.647661,-122.641258,yellow
44814,5/28/2012 10:00,omaha,ne,us,circle,120,2 minutes,East to west movement of a circular obj. reddish orange light...this object shot upwards twords outerspace....then returned for another,5/29/2012,41.2586111,-95.9375,orange
44815,5/28/2012 11:50,sulphur,la,us,circle,60,one min,Round reddish orange in color,5/29/2012,30.2363889,-93.3772222,orange
44823,5/28/2012 21:30,westminster,md,us,sphere,900,15 minutes,Sphere shaped orange glowing object in the night sky,5/29/2012,39.5752778,-76.9961111,orange
44838,5/28/2013 22:00,bridgman,mi,us,fireball,300,5 minutes,Vivid red craft.,7/3/2013,41.9430556,-86.5569444,red
44848,5/29/1995 02:04,fairfield,ca,us,,20,20 sec.,Mother repts. her son witnessed big&#44 blue light come up to his window&#44 awakened him.  Departed rapidly &quot;like blue streak.&quot;,11/2/1999,38.2494444,-122.0388889,blue
44849,5/29/1995 02:30,jamestown,ca,us,,4,4 sec.,Two men witness obj. overhead which illuminates vehicle with bright blue flash.  Bluish glow lasted for 3-4 seconds. Bizarre&#33,11/2/1999,37.9533333,-120.4216667,blue
44876,5/29/2002 21:15,frankfort,in,us,light,60,1 minute,huge orange lights fading away then reappearing again 15 mins later,6/12/2002,40.2794444,-86.5108333,orange
44881,5/29/2002 23:59,aylmer (canada),pq,ca,sphere,600,5-10 minutes,glowing orange spheres in aylmer quebec,6/12/2002,45.4,-75.85,orange
44884,5/29/2003 16:35,lee&#39s summit,mo,,cigar,300,1-5mint,cigar shaped cylinder object  white and silver colored,6/18/2004,38.910841,-94.382172,white
44891,5/29/2004 14:35,carlsbad,ca,us,sphere,900,15 min,sphere with black bottom&#44 mirrored top,6/4/2004,33.1580556,-117.3497222,black
44893,5/29/2004 21:00,garfield,nj,us,light,120,apx. 2 min,Bright Dime size white light moving N.W - S.E. fast and NO sound.,6/4/2004,40.8813889,-74.1136111,white
44902,5/29/2005 19:00,riverview,fl,us,unknown,15,10 to 15 seconds,moved really fast across the sky with no sound heard and the lights were white and flashed and they were not like those seen on an airp,6/20/2005,27.8658333,-82.3266667,white
44912,5/29/2007 10:00,victoria (canada),bc,ca,triangle,180,3minutes,massive black triagle flew  200&#39 over my house&#33,10/8/2007,46.216667,-63.483333,black
44913,5/29/2007 15:39,orlando,fl,us,changing,60,1 minute,black shape  changing changing color and flying at a heigth of a three story building,6/12/2007,28.5380556,-81.3794444,black
44922,5/29/2008 06:47,washington&#44 d.c.,dc,,other,1800,30 min,It was a round white light with tentacles sticking out blue and white&#44 look like a spider.,6/12/2008,38.907231,-77.036464,white
44925,5/29/2008 14:00,seremban (malaysia),,,disk,2,seconds,taken on hp camera by accident on bright clouds surrounded by black stomy clouds.only find out when transferred to the laptop&#44 noticed,7/5/2008,2.718592,101.948988,black
44935,5/29/2009 21:15,taylorsville,nc,us,unknown,2700,45 minutes,one object red blinking lights&#44 8 objects white solid alternately blinking&#44 starting in v formation then random 45 minutes duration,8/5/2009,35.9216667,-81.1766667,red
44936,5/29/2009 21:25,hartebeespoort (south africa),,,diamond,30,30 sec,object bright orange lift from mountains at an alarming speed,6/9/2009,-25.747732,27.887178,orange
44940,5/29/2010 06:00,fort lauderdale,fl,us,unknown,180,2-3 minutes,Strange black object flies inland from ocean preceding sunrise,6/3/2010,26.1219444,-80.1436111,black
44943,5/29/2010 13:00,lancaster,oh,us,chevron,2,2 sec.,A white chevron UFO moving at high rate of speed in perfect visibilty.,6/3/2010,39.7136111,-82.5994444,white
44946,5/29/2010 21:00,bryant creek&#44 rippe access,mo,,light,14400,4 hours off and on,MISSOURI INVESTIGATORS GROUP Report:  Around 9:30 PM saw bright stationary large orange light with smaller blinking lights.,7/6/2010,37.964253,-91.831833,orange
44947,5/29/2010 21:10,sarasota,fl,us,sphere,60,1 minute,Large glowing red object moving slowly,6/3/2010,27.3361111,-82.5308333,red
44949,5/29/2010 21:50,addis ababa (ethiopia),,,other,1200,20 minutes,a ufo blinking red that started from the orion belt and traveled to the east direction,6/23/2010,8.980603,38.757761,red
44950,5/29/2010 21:50,addis ababa (ethiopia),,,other,1200,arround 20 minutes,a ufo that glows red per 5 seconds started from the orion belt and moved to the eastern direction,6/23/2010,8.980603,38.757761,red
44958,5/29/2011 01:00,myrtle beach,sc,us,oval,3600,1 hour,((HOAX??))  The object was orangish in color with red lights hovering still above the ocean for about an hour and just faded away.,6/3/2011,33.6888889,-78.8869444,red
44964,5/29/2011 21:30,coral springs,fl,us,circle,120,2 minutes,This is the 2nd time we have seen these orange balls over the west part of coral springs.  They hover together and move together and th,6/3/2011,26.2708333,-80.2708333,orange
44970,5/29/2011 23:30,york,sc,us,light,6,6 seconds,green flames following orange ball,6/3/2011,34.9941667,-81.2422222,green
44972,5/29/2012 03:51,university place,wa,us,sphere,420,7 mins,Glowing orange white sphere gliding over the trees.,5/29/2012,47.2358333,-122.5491667,orange
44975,5/29/2012 21:15,ohatchee,al,us,,20,20 seconds,Bright white light falling straight down&#44 stopping and changing direction by 90 degrees due north,6/5/2012,33.7833333,-86.0025,white
